word,relevance_value,frequency,lemma,part_of_speech,stopword,plural,exists_in_vocab
pcnem,0.5101,3,pcnem,PROPN,False,False,True
conceituação,0.5097,2,conceituação,NOUN,False,True,True
alberto,0.5097,2,alberto,PROPN,False,False,True
prismas,0.5096,3,prismas,NOUN,False,True,True
magno,0.5096,2,magno,PROPN,False,False,True
lamas,0.5092,1,lamas,PROPN,False,False,True
contaminação,0.5091,2,contaminação,NOUN,False,False,True
encontramse,0.5088,4,encontramse,NOUN,False,True,True
agricultura,0.5087,2,agricultura,NOUN,False,False,True
malha,0.5087,3,malha,NOUN,False,False,True
bárbara,0.5084,1,bárbara,PROPN,False,False,True
paradidático,0.5083,3,paradidático,ADJ,False,True,True
pontin,0.5083,1,pontin,PROPN,False,False,True
equipamento,0.5078,2,equipamento,NOUN,False,True,True
racismo,0.5078,1,racismo,NOUN,False,False,True
ciencia,0.5076,2,ciencia,NOUN,False,True,True
cordão,0.5074,2,cordão,NOUN,False,True,True
r'b,0.5073,1,r'b,PROPN,False,False,True
exista,0.5073,11,exista,ADJ,False,False,True
flor,0.5072,3,flor,NOUN,False,True,True
alt,0.5071,3,alt,PROPN,False,False,True
fabricante,0.507,4,fabricante,NOUN,False,False,True
contemporânea,0.507,3,contemporâneo,ADJ,False,False,True
exceção,0.5069,4,exceção,NOUN,False,False,True
méndez,0.5065,1,méndez,PROPN,False,False,True
gan,0.5065,1,gan,PROPN,False,False,True
censos,0.5064,2,censos,PROPN,False,True,True
esquerdo,0.5064,3,esquerdo,ADJ,False,False,True
sato,0.5062,1,sato,PROPN,False,False,True
baier,0.5061,1,baier,PROPN,False,False,True
gauss,0.506,2,gauss,PROPN,False,False,True
aérea,0.5058,2,aéreo,ADJ,False,False,True
ubiratan,0.5058,2,ubiratan,PROPN,False,False,True
matematica,0.5058,2,matematica,PROPN,False,False,True
traduzida,0.5053,3,traduzido,ADJ,False,False,True
voir,0.5053,2,voir,PROPN,False,False,True
bij)m,0.5053,4,bij)m,PROPN,False,True,True
incentivo,0.5052,3,incentivo,NOUN,False,False,True
vcunha,0.505,3,vcunha,PROPN,False,False,True
renate,0.5048,1,renate,PROPN,False,False,True
taxa,0.5048,3,taxa,NOUN,False,False,True
apogeu,0.5046,3,apogeu,NOUN,False,False,True
poço,0.5043,2,poço,NOUN,False,False,True
trigonometrico,0.5042,4,trigonometrico,ADJ,False,False,True
doméstico,0.5041,2,doméstico,ADJ,False,True,True
composto,0.5041,16,composto,NOUN,False,True,True
kjartan,0.5041,1,kjartan,PROPN,False,False,True
bilhete,0.504,4,bilhete,NOUN,False,True,True
módulo,0.5036,4,módulo,NOUN,False,False,True
padre,0.5035,1,padre,PROPN,False,False,True
tritur,0.5035,1,tritur,VERB,False,True,True
produtivo,0.5034,3,produtivo,ADJ,False,True,True
nunes,0.5032,1,nunes,PROPN,False,False,True
colineares,0.5031,5,colinear,VERB,False,False,True
dcra,0.503,1,dcra,PROPN,False,False,True
genética,0.5029,2,genético,ADJ,False,False,True
maycon,0.5026,1,maycon,PROPN,False,False,True
efetue,0.5024,3,efetue,PROPN,False,False,True
roman,0.5023,1,roman,PROPN,False,False,True
chocolate,0.5022,2,chocolate,NOUN,False,False,True
belenzinho,0.502,1,belenzinho,PROPN,False,False,True
cayley,0.5019,2,cayley,PROPN,False,False,True
